ANDREA L. BARON,SAN JOSE,27,62,,13,83,baron
EDDY Q. PHO,WALNUT CREEK,20,50,,13,83,pho
LELAND G. MEW,CONCORD,,32,,13,83,mew
EMELINA M. FA,HAYWARD,25,24,,10,44,fa
JUDY H. SIU,SAN FRANCISCO,33,50,,15,88,siu
SUSAN C. HERMANSON,VALLEJO,,13,,8,24,hermanson
RACHEL C. PEARL,SAN FRANCISCO,,12,,10,44,pearl
DANIEL R. PENN,SANTA ROSA,16,24,,10,44,penn
ALLAN E. FISCH,SAN FRANCISCO,45,11,,10,44,fisch
MARCIA MCCOWIN,SAN FRANCISCO,,135,,17,95,mccowin
HARRIET C. SMITH,HAYWARD,31,30,,-3,8,smith
ERIC H. CHEN,VALLEJO,9,21,,1,11,chen
BHAVANI NAGINANI,CUPERTINO,,26,,10,44,naginani
MICHAEL R. HINES,VALLEJO,23,18,,9,30,hines
JOHN CANTWELL,SANTA CLARA,65,30,,7,24,cantwell
ROBERT J. WONG,VALLEJO,32,32,,11,65,wong
LAWNIE-LYN U. LAU,SANTA CLARA,17,12,,8,24,lau
THOMAS M. FOWLER,SAN JOSE,26,55,,15,88,fowler
RICHARD C. KUNO,HAYWARD,23,15,,9,30,kuno
SIDNEY CHAN,WALNUT CREEK,18,37,,12,74,chan
JOHN D. NOONAN,SAN JOSE,42,189,,4,20,noonan
BETH L. BRATT,SAN JOSE,,18,,12,74,bratt
STEVEN M. ALEXANDER,SAN JOSE,,17,,9,30,alexander
SHAWN R. VAN BOCKEL,SAN JOSE,32,32,,-1,9,van bockel
SHERRY A. BUTLER,REDWOOD CITY,33,17,,9,30,butler
EDWARD STUMP,SAINT HELENA,,60,,3,17,stump
SAPNA S. REDDY,WALNUT CREEK,19,13,,10,44,reddy
JEFFREY TSENG,SAN JOSE,17,185,,5,21,tseng
PAULA M. TORRES-STEIN,HAYWARD,,17,,-7,4,torres-stein
MASAYASU KIHIRA,SAN MATEO,31,13,,-5,6,kihira
SUNHEE LEE,SANTA CLARA,25,33,,12,74,lee
BRENDAN BOTTARI,SANTA ROSA,18,16,,12,74,bottari
BRETT LEE,HAYWARD,12,25,,1,11,lee
MICHAEL J. DUH,SOUTH SAN FRANCISCO,15,18,,9,30,duh
STEPHEN S. EISENBERG,SANTA ROSA,,15,,9,30,eisenberg
CHRISTOPHER J. SCHULTZ,NAPA,19,749,,17,95,schultz
ROBERT B. BURNS,SAN JOSE,24,14,,-8,2,burns
JEFFREY D. DIEDEN,OAKLAND,32,27,,11,65,dieden
JOHN A. UHL,MOUNTAIN VIEW,,76,,17,95,uhl
CLIFFORD F. SWEET,SANTA ROSA,21,18,,9,30,sweet
WILLIAM HODDICK,WALNUT CREEK,35,773,,20,100,hoddick
NANCY LAI,SAN MATEO,19,12,,9,30,lai
BRETT M. ELICKER,SAN FRANCISCO,14,2116,,3,17,elicker
JONATHAN L. MATES,WALNUT CREEK,15,12,,8,24,mates
ARTHUR E. LI,BURLINGAME,15,284,,17,95,li
AMITA BHANDARI,SOUTH SAN FRANCISCO,,16,,9,30,bhandari
HENRY W. TURKEL,EMERYVILLE,,32,,2,14,turkel
DAVID MADWED,SAN JOSE,25,149,,4,20,madwed
COREY M. LONG,ANTIOCH,9,102,,18,99,long
DONALD T. GODBOLD,SAN JOSE,26,17,,0,10,godbold
KATHERINE R. VICKERY,SANTA ROSA,29,24,,10,44,vickery
KURT M. DIBBERN,SAN RAFAEL,21,27,,11,65,dibbern
SUNDEEP NAYAK,LIVERMORE,23,57,3666,5,21,nayak
SAMUEL I. BARONOFSKY,OAKLAND,19,24,,-5,6,baronofsky
KERRY S. SHIRAKI,SANTA CLARA,20,18,,9,30,shiraki
GRANT R. LINDEE,SANTA ROSA,30,18,,9,30,lindee
EDWARD Y. KAO,SAN JOSE,11,17,,9,30,kao
OLEGARIO J. LARA,SANTA CLARA,21,16,,9,30,lara
JENNIFER GRAYZAR,CONCORD,20,48,,15,88,grayzar
SHERVINE SHIRAZI,WALNUT CREEK,18,22,,10,44,shirazi
SULEIMAN J. THEODOSSY,OAKLAND,21,15,,12,74,theodossy
MARGARET A. LYNCH,OAKLAND,31,12,,8,24,lynch
SUSAN M. SALAZAR,EMERYVILLE,,11,,0,10,salazar
ALLAN DRABINSKY,CONCORD,35,44,,3,17,drabinsky
CHESTER K. LAU,SANTA CLARA,36,24,,10,44,lau
DAVID A. KATZ,SAN JOSE,27,24,,10,44,katz
VICTORIA A. CLAGUE,SAN RAFAEL,15,18,,9,30,clague
MEENESH A. BHIMANI,SAN JOSE,13,25,,3,17,bhimani
BRIAN D. MCBETH,SAN FRANCISCO,,19,,2,14,mcbeth
LISA T. CHENG,OAKLAND,,27,,2,14,cheng
STEFANIE WEINSTEIN,SAN JOSE,14,20,,-3,8,weinstein
IRA E. KANTER,OAKLAND,55,15,,8,24,kanter
THOMAS L. HUANG,SAN FRANCISCO,13,13,,10,44,huang
JULIE A. HERSK,FAIRFIELD,11,37,,15,88,hersk
KENT S. SMITH,SANTA CLARA,31,32,,11,65,smith
TAMI L. GASH-KIM,GREENBRAE,,98,,17,95,gash-kim
STEPHEN M. FARRELL,FAIRFIELD,33,49,,13,83,farrell
JONATHAN M. SINGH,WALNUT CREEK,17,12,,10,44,singh
MARIANNA CAPONIGRO,OAKLAND,21,12,,-8,2,caponigro
CAREY S. LINKER,FREMONT,,16,,9,30,linker
JENNIFER L. SALINE,SAN FRANCISCO,,107,,15,88,saline
MICHAEL J. RIZZO,OAKLAND,30,14,,10,44,rizzo
GANESAN SRIRAM,HAYWARD,30,36,,12,74,sriram
BAILEY LEE,ANTIOCH,,979,,16,91,lee
GLORIA J. CHANG,SOUTH SAN FRANCISCO,,22,,10,44,chang
JACQUE R. JUMPER,OAKLAND,20,20,,12,74,jumper
JEFFREY D. WEITZMAN,GREENBRAE,,13,,10,44,weitzman
GRANT E. STANLEY,SANTA CLARA,14,20,,10,44,stanley
COLLIN MAR,WALNUT CREEK,,11,,10,44,mar
PAUL G. STEVENS,SAN RAFAEL,30,27,,11,65,stevens
SUSAN HATTORI-OYAMA,VALLEJO,30,16,,11,65,hattori-oyama
KAVITA V. MAMTORA,SANTA ROSA,20,12,,-9,1,mamtora
GINA K. SONG,OAKLAND,11,22,,12,74,song
VINCENT D. BURKE,REDWOOD CITY,36,1148,,19,99,burke
MICHAEL D. HOPE,SAN FRANCISCO,10,229,,1,11,hope
RITA PATEL JOSHI,SANTA CLARA,19,20,,10,44,joshi
NITIN S. ATHAVALE,SANTA CLARA,23,33,,12,74,athavale
LISA L. KINOSHITA,OAKLAND,18,21,,10,44,kinoshita
DEBORAH A. KASS,REDWOOD CITY,,25,,11,65,kass
JAYSHEEL J. MEHTA,WALNUT CREEK,23,17,,9,30,mehta
CARMIE CHAN,REDWOOD CITY,10,16,,12,74,chan
MICHELLE D. ARIETTA,PETALUMA,12,243,,18,73,arietta
PHILLIP D. KOTZAN,SAN CARLOS,7,81,,4,4,kotzan
STEVEN B. BIEGEL,SAN FRANCISCO,15,203,,6,14,biegel
TRUC N. PHAM,SAN JOSE,15,3408,,-1,1,pham
JOSEPH C. PIGG,CAMPBELL,14,92,,16,53,pigg
DALE A. GIESSMAN,BRENTWOOD,,25,,2,2,giessman
DAVID M. BENNETT,SUNNYVALE,8,149,,5,8,bennett
BRANDON M. HOLMES,WALNUT CREEK,10,91,,3,3,holmes
MICHAEL C. PIERCE,SANTA CLARA,24,255,,18,73,pierce
JASON L. LEE,ST HELENA,16,270,,19,85,lee
JOHN GUILFORD,CASTRO VALLEY,28,235,,18,73,guilford
RONALD E. HAMMER,PETALUMA,37,710,,7,23,hammer
KURT M. ALEXANDER,LIVERMORE,28,84,,16,53,alexander
RUDY A. GUTIERREZ,WALNUT CREEK,7,429,,6,14,gutierrez
KENNETH A. THOMAS,PACIFICA,23,210,,18,73,thomas
DOUGLAS S. HERTING,WALNUT CREEK,21,280,,18,73,herting
LARRIE GOLDSMITH,NOVATO,33,294,,6,14,goldsmith
DENNIS J. MILLER,DUBLIN,38,574,,19,85,miller
ALAN J. ESQUIBEL,NAPA,32,217,,19,85,esquibel
RYAN D. LAZARUS,NAPA,10,37,,4,4,lazarus
RICHARD GRINGERI,SANTA CLARA,27,102,,6,14,gringeri
K. D. ANFANG,BERKELEY,28,118,,17,61,anfang
R GRIFALL,MORGAN HILL,13,182,,18,73,grifall
DAO VUONG,SAN JOSE,11,1290,,8,30,vuong
CASEY L. TUCKER,SANTA ROSA,20,795,,18,73,tucker
KATHY M. NGUYEN,SAN JOSE,,114,,-6,1,nguyen
STRPHEN J. TAYLOR,NAPA,45,177,,4,4,taylor
GEORGE PETROS,SAN JOSE,16,428,,7,23,petros
DAVID M. BASCO,ALAMEDA,18,273,,7,23,basco
JIM HIRAMINE,DANVILLE,33,236,,6,14,hiramine
NICOLE C. CONRAGAN,MORGAN HILL,,211,,6,14,conragan
SALLY A. HARPER,COTATI,28,351,,19,85,harper
CRAIG A. VANOTTEN,FREMONT,,58,,13,41,vanotten
PHU Q. TRAN,SAN JOSE,14,91,,4,4,tran
CHRISTINE Y. ZAPATA,SAN FRANCISCO,,230,,6,14,zapata
ADAM H. CANTOR,SAN ANSELMO,13,844,,6,14,cantor
HOI SUN WONG,SAN FRANCISCO,11,206,,6,14,wong
ANDREA FRIESE,LOS GATOS,10,222,,18,73,friese
RICHARD SCHECHTER,SEBASTOPOL,36,292,,18,73,schechter
SHANE D. WHITELEY,SAN LEANDRO,,172,,18,73,whiteley
RODNEY L. SWEET,PETALUMA,33,164,,7,23,sweet
TODD M. FRIGARD,ANTIOCH,28,99,,14,43,frigard
DANA S. RICHARDSON,VACAVILLE,27,1107,,9,35,richardson
ABIGAIL IRWIN,OAKLAND,28,100,,4,4,irwin
DEANNE K. MILLER,BENICIA,14,186,,8,30,miller
MYLO H. MAGTOTO,OAKLAND,13,305,,4,4,magtoto
SHAWN A. BEK,PALO ALTO,,145,,5,8,bek
KAREN S. MORGAN-NICODEMUS,NEWARK,17,122,,17,61,morgan-nicodemus
JOHN F. KNYCH,VACAVILLE,14,743,,6,14,knych
PATRICIA M. KISER,PALO ALTO,20,1734,,19,85,kiser
DOUGLAS B. ROSS,OAKLAND,29,302,,18,73,ross
ARTHUR L. CHARETTE,SONOMA,20,540,,9,35,charette
MERONEA J. LAHANN-CHIVERS,SAN JOSE,15,106,,5,8,lahann-chivers
MATTHEW L. RIVERA,SAN CARLOS,23,425,,8,30,rivera
ALEC ISABEAU,SANTA ROSA,29,119,,17,61,isabeau
DENNIS J. MOORE,SAN JOSE,31,274,,6,14,moore
LEONARD J. CIANCIOLO,SAN FRANCISCO,41,280,,17,61,cianciolo
TYLER TOLLSTRUP,BELMONT,35,853,,19,85,tollstrup
KATHRYN A. OCONNOR,PETALUMA,20,102,,7,23,oconnor
RICKY D. PHILLIPS,SAN JOSE,18,640,,19,85,phillips
EULETA JOHNSON,ALAMEDA,30,204,,19,85,johnson
JUSTIN T. VO,OAKLAND,,63,,4,4,vo
JONATHAN J. WIDENBAUM,DUBLIN,26,894,,19,85,widenbaum
DONALD J. WRIGHT,SANTA ROSA,30,108,,6,14,wright
ERWIN LINZNER,SANTA ROSA,21,80,,16,53,linzner
RYAN SPULLER,PLEASANTON,9,300,,18,73,spuller
LYNN M. HAUSRATH,RICHMOND,30,327,,7,23,hausrath
STEPHEN C. WATSON,MOUNTAIN VIEW,37,41,,1,1,watson
K ROBYN KUBO-MANLEY,SAN JOSE,18,31,,13,41,kubo-manley
DAVID C. ADAMS,SANTA CLARA,26,220,,16,53,adams
NOEL M. CHIVERS,SAN JOSE,15,210,,11,39,chivers
HERENA KIM,SAN FRANCISCO,18,67,,5,8,kim
JORN T. JENSEN,LOS GATOS,20,74,,3,3,jensen
KATHY S. DOYLE,OAKLAND,31,218,,16,53,doyle
ANTHONY PIAZZA,REDWOOD CITY,48,346,,8,30,piazza
VIRGINIA L. HERNLY,SAN MATEO,31,88,,6,14,hernly
NANCY J. NEWBOLD,EL GRANADA,31,523,,7,23,newbold
THOMAS BLOINK,LOS GATOS,25,276,,19,85,bloink
BOB NGUYEN,SAN JOSE,17,1204,,-3,1,nguyen
ADAM J. BENJAMIN,OAKLAND,18,33,,15,47,benjamin
ERIC R. LUNDBERG,SUNNYVALE,30,36,,14,43,lundberg
WILLIAM C. TARR,MENLO PARK,22,945,,20,95,tarr
KATHERINE ANDERSON-HIPP,SAN FRANCISCO,12,2773,,20,95,anderson-hipp
NGHIA J. PHAN,SAN LEANDRO,15,322,,5,8,phan
JALAL ARMAN DARYAIE,SAN JOSE,14,328,,20,95,daryaie
ANGELA M. ORNELAS,SAN JOSE,29,227,,21,100,ornelas
JOSEPH TANNOUS,SAN MATEO,14,108,,4,4,tannous
MICHAEL F. FISKE,VACAVILLE,10,136,,17,61,fiske
GARY W. ZOFFADA,CASTRO VALLEY,22,113,,15,47,zoffada
PAUL J. DEMETRUS,SAN JOSE,35,311,,18,73,demetrus
PAMELA F. WELLS,SUNNYVALE,29,222,,18,73,wells
HENRY A. OYHARCABAL,SAN FRANCISCO,22,631,,17,61,oyharcabal
BRIGITTE FAAS,SAN RAFAEL,34,203,,18,73,faas
BRADLEY G. MOUROUX,FAIRFAX,4,154,,5,8,mouroux
MARINA OLSHANSKY,SAN FRANCISCO,11,66,,-6,1,olshansky
SHAWN A. SILVA,MORGAN HILL,8,132,,17,61,silva
THUY F. TRAN,SAN JOSE,14,313,,6,14,tran
CURTIS HAN,ST HELENA,16,220,,19,85,han
STEPHEN C. WELLENS,WALNUT CREEK,,46,,14,43,wellens
PHILLIP C. REYES,ALAMEDA,26,164,,18,73,reyes
ERIC R. BELUSA,CONCORD,22,189,,19,85,belusa
GUITA KIANIAN,SAN JOSE,22,199,,18,73,kianian
MICHAEL H. MORTENSEN,SAN LEANDRO,,59,,13,41,mortensen
JERRY M. PATRIGNANI,SAN CARLOS,12,222,,6,14,patrignani
ROBERT M. SCHICK,PLEASANT HILL,23,153,,17,61,schick
JEFFREY I. FRIEDMAN,SAN RAFAEL,39,66,,14,43,friedman
DANIEL A. RHODES,HALF MOON BAY,,175,,19,85,rhodes
ELSIE G. YUEN,SANTA ROSA,4,41,,14,43,yuen
LAURENCE R. ADAMS,SAN JOSE,52,450,,8,30,adams
DAVID O. HYLTON,FAIRFIELD,35,244,,18,73,hylton
ROBERT W. WALSH,PLEASANTON,,108,,18,73,walsh
PATRICK J. WALSH,ROHNERT PARK,30,678,260,17,61,walsh
KRISTEN GILES,NAPA,13,285,,6,14,giles
JULIE A. SOUZA,WALNUT CREEK,27,174,,17,61,souza
ARMEN B. AGACANYAN,CAMPBELL,11,24,,10,38,agacanyan
JIMMIE MCCALLISTER,LIVERMORE,31,460,,19,85,mccallister
SOPHIE N. BLANCHARD,ALAMEDA,20,35,,2,2,blanchard
JOHN K. MOORE,PORTOLA VALLEY,,38,,15,47,moore
FLOYD MINANA,SAN MATEO,33,90,,14,43,minana
EDWIN CHEN,SAN JOSE,27,183,,4,4,chen
IGOR SKLOVSKIY,SAN FRANCISCO,5,550,,9,35,sklovskiy
JOHN E. HORTON,SANTA ROSE,25,405,,9,35,horton
MITCHELL R. CORWIN,BERKELEY,37,46,,16,53,corwin
YI OU,OAKLAND,13,445,,9,35,ou
ROXANN M. BETTENCOURT,NAPA,,352,,20,95,bettencourt
DAVID F. EADE,NAPA,16,322,,20,95,eade
EDWARD C. LECARA,PLEASANTON,15,73,,17,61,lecara
THOMAS J. MORA,LIVERMORE,27,123,,17,61,mora
ERIK M. LAPIER,SAN MATEO,25,198,,6,14,lapier
NICOLE F. WATSON,BELMONT,9,193,,6,14,watson
RICHARD W. DOBLE,SEBASTOPOL,,117,,7,23,doble
RONALD M. BENSON,SAN JOSE,28,501,,22,100,benson
JOEL A. TAATJES,PETALUMA,26,437,,18,73,taatjes
KRISTINA A. IRVIN,SAN JOSE,27,76,,3,3,irvin
MICHELLE DEL BENE,SAN JOSE,21,204,,6,14,del bene
CAROL FERRARO,SAN FRANCISCO,,50,,4,4,ferraro
DENNIS L. MILBRATH,SANTA ROSA,40,590,,18,73,milbrath
BELLA DELYAEI,SANTA CLARA,21,222,,5,8,delyaei
NATHAN M. GERSHFELD,SANTA ROSA,,24,,12,40,gershfeld
GABRIEL M. ALLENDE,DANVILLE,20,64,,15,47,allende
ROBERT W. ADAMS,SONOMA,27,1281,,19,85,adams
NOBLE O. ELCENKO,ANTIOCH,24,138,,15,47,elcenko
CYNTHIA L. DUTRO,PALO ALTO,16,65,,5,8,dutro
PATRICIA A. ROUZER,MOUNTAIN VIEW,,100,,16,53,rouzer
PHILIP C. DIETER,SAN JOSE,8,140,,5,8,dieter
STEVEN L. KATZ,MILL VALLEY,36,778,,20,95,katz
VERONICA O. LEVY,SAN RAFAEL,31,381,,19,85,levy
ROBERT O. KATONA,CASTRO VALLEY,25,308,,16,53,katona
GINA A. DE WET,NAPA,11,298,,17,61,de wet
THOMAS C. CHEW,OAKLAND,30,61,,15,47,chew
JOSEPH P. LEAHY,LOS GATOS,32,155,,15,47,leahy
LISA DEVLIN,MOUNTAIN VIEW,23,150,,18,73,devlin
GREGORY J. MILLER,DUBLIN,8,51,,15,47,miller
BARBARA H. BERKELEY,SAN FRANCISCO,28,188,,16,53,berkeley
DAVID M. PALOMARES,DUBLIN,26,202,,18,73,palomares
ROBERT P. KESSLER,MORGAN HILL,22,167,,18,73,kessler
SCOTT L. BERGMAN,WALNUT CREEK,22,159,,15,47,bergman
LAURENCE J. ADAMS,SONOMA,18,1558,,19,85,adams
BARRY R. DANIELI,SONOMA,33,235,,18,73,danieli
MARK T. HEATH,HALF MOON BAY,29,244,,17,61,heath
TUANTU A. BUI,SAN JOSE,16,266,,16,53,bui
MICHAEL TEREO,NEWARK,28,321,,17,61,tereo
JULIA A. MASON,SAN CARLOS,,189,,6,14,mason
JERRY W. DIPPE,SEBASTOPOL,43,119,,17,61,dippe
RICHARD W. PIERCE,DISCOVERY BAY,12,275,,8,30,pierce
JAMES H. JUDEVINE,SANTA ROSA,18,138,,16,53,judevine
BRADLEY K. OSGOOD,PETALUMA,18,57,,16,53,osgood
PAUL A. MAISON,NAPA,,305,,7,23,maison
TRACY R. SIMON,VACAVILLE,14,195,,17,61,simon
DANIEL J. RIXEN,EL SOBRANTE,24,281,,17,61,rixen
BARBARA A. REITZ,MILL VALLEY,15,241,,5,8,reitz
JAMES M. LOUCKS,SAN CARLOS,20,165,,19,85,loucks
CLAIREMARIE HOLMAN,BERKELEY,28,114,,17,61,holman
DAVID E. ABBLETT,CONCORD,32,162,,15,47,abblett
WILLIAM K. HALEY,PLEASANT HILL,30,156,,17,61,haley
HEIDI E. OLSON,CONCORD,19,718,,6,14,olson
DALE MCKENNA,SAN FRANCISCO,32,185,,16,53,mckenna
MARK W. REIS,SAN CARLOS,25,300,,6,14,reis
LAUREL M. REID,SAN MATEO,25,85,,3,3,reid
KIMBALL WONG,ALAMEDA,29,156,,17,61,wong
BASHAR AMSO,VALLEJO,14,188,,18,73,amso
CHRISTOPHER N. TUCKER,LAFAYETTE,16,100,,17,61,tucker
GREGORY A. CAMERON,BURLINGAME,32,340,,19,85,cameron
MARK A. EASTLAND,SAN JOSE,29,66,,14,43,eastland
TIMOTHY J. HAYES,SANTA ROSA,37,188,,16,53,hayes
DAN WEYMOUTH,SAN LEANDRO,24,237,,6,14,weymouth
MICHAEL F. MCMURRAY,CAMPBELL,32,1102,,7,23,mcmurray
PATRICK F. PISENTI,SANTA ROSA,8,85,,14,43,pisenti
GODWIN SAMMUT,PLEASANTON,18,229,,17,61,sammut
WON S. YOO,OAKLAND,13,1001,,5,8,yoo
DUC M. NGUYEN,SAN JOSE,15,422,,7,23,nguyen
BETH J. MARX,OAKLAND,28,644,,5,8,marx
RONALD MIKLEBOST,SAN RAMON,38,452,,20,95,miklebost
RONALD L. BATKIN,DISCOVERY BAY,21,245,,8,30,batkin
DARRIN D. BERARDI,FAIRFIELD,25,72,,2,2,berardi
PAUL A. BATTAGLINO,SAN RAFAEL,49,99,,5,8,battaglino
RICHARD A. MORDECAI,SANTA ROSA,34,767,,18,73,mordecai
RONALD B. WILLIAMS,VALLEJO,29,375,,17,61,williams
JOSEPH LIU,SANTA ROSA,17,271,,16,53,liu
NANCY S. HOLLIS,SAUSALITO,32,575,,20,95,hollis
NICKOLA S. STOJANOVICH,WALNUT CREEK,15,127,,16,53,stojanovich
MARTIN J. BORGE,SAN RAFAEL,30,309,,18,73,borge
LINDA A. MAYO,ALBANY,30,35,,15,47,mayo
DAVID F. STEWART,SAN BRUNO,46,196,,17,61,stewart
JOHN C. HUI,OAKLAND,22,100,,14,43,hui
ELLEN A. RENCHER,LOS GATOS,,196,,7,23,rencher
KENNETH W. FELCH,LOS ALTOS,12,831,,20,95,felch
KEITH R. SANDERS,CUPERTINO,34,337,,19,85,sanders
MARY S. BRENNAN,OAKLAND,29,84,,16,53,brennan
JOHN P. FLETCHER,CALISTOGA,18,240,,16,53,fletcher
ROBERT D. ENSLEY,FAIRFIELD,36,83,,16,53,ensley
MICHELLE SCATINA,KENSINGTON,,319,,17,61,scatina
SHARON E. WILLIAMS,SAN JOSE,25,223,,18,73,williams
PAUL D. PODWOJSKI,NOVATO,14,595,,7,23,podwojski
JERRY M. BEHYMER,LAFAYETTE,38,332,,19,85,behymer
DAVID MELTZER,NAPA,18,130,,5,8,meltzer
JERRY M. KENNY,VALLEJO,17,430,,18,73,kenny
LAI D. NGUYEN,SAN JOSE,15,127,,6,14,nguyen
BRIAN M. KERNER,SAN FRANCISCO,23,92,,12,40,kerner
BRIAN S. OTA,SUNNYVALE,21,917,,17,61,ota
F. B. AMBRIDGE,SANTA ROSA,27,444,,7,23,ambridge
DAVID P. CRUZ,NOVATO,18,287,,6,14,cruz
LYRESA A. PLESKOVITCH,PALO ALTO,18,235,,7,23,pleskovitch
MARKUS STRIEBECK,SAN FRANCISCO,25,103,,15,47,striebeck
SUSAN V. GOODWIN,CONCORD,15,240,,6,14,goodwin
SUSAN SALEM,WALNUT CREEK,21,52,,13,41,salem
JAMES M. LOCONTE,LOS ALTOS,21,32,,11,39,loconte
LARRY C. WILLIAMS,SAN JOSE,30,428,,19,85,williams
SEAN D. MOFFETT,VACAVILLE,26,497,,6,14,moffett
FRANK J. BISHOFBERGER,NAPA,42,202,,8,30,bishofberger
DENNIS J. BALCH,MILLBRAE,18,161,,16,53,balch
DONALD M. BUTERA,SOUTH SAN FRANCISCO,39,545,,19,85,butera
DONALD G. AJLOUNI,SAN JOSE,15,204,,5,8,ajlouni
LYNNE SPILLINGER,FORESTVILLE,33,185,,17,61,spillinger
PHILLIP J. RUNCO,CONCORD,29,468,,17,61,runco
ROBIN P. MCCARTHY,NAPA,33,163,,18,73,mccarthy
RICHARD G. FOURZON,SANTA ROSA,27,426,,19,85,fourzon
TERESA Y. WONG,FREMONT,15,2094,,5,8,wong
PAUL J. ZUCHOWSKI,SAN JOSE,,727,,7,23,zuchowski
PAMELA DANIELS,SAN JOSE,17,82,,1,1,daniels
ANALISA WEDEMEYER,SUNNYVALE,,15,,11,39,wedemeyer
GARY D. YAEGER,WALNUT CREEK,,234,,5,8,yaeger
PHILIP V. SCHEMBER,NAPA,13,157,,18,73,schember
LINDA PARIS-BELL,MOUNTAIN VIEW,22,271,,16,53,paris-bell
BARBARA RINKOFF,SAN FRANCISCO,27,119,,12,40,rinkoff
MOSES JACOB,NOVATO,37,311,,8,30,jacob
JEAN-PAUL MARTINET,OAKLAND,35,78,,14,43,martinet
CHRISTINA M. DUMBADSE,SANTA ROSA,29,523,,18,73,dumbadse
TODD M. WRIGHT,SANTA ROSA,24,552,,18,73,wright
GEORGE P. KHOURY,LIVERMORE,24,459,,7,23,khoury
NIELE MAIMONE,DANVILLE,15,290,,17,61,maimone
JULI A. SNYDER,SAN JOSE,28,123,,15,47,snyder
GREGORY W. BECKER,SAN MATEO,13,246,,16,53,becker
BAHAR NEHAWANDIAN,SAN JOSE,19,279,,5,8,nehawandian
VAL SVETICH,FREMONT,,68,,16,53,svetich
THOMAS Y. KANO,WALNUT CREEK,14,523,,9,35,kano
JULIE A. AMUNDSEN,NOVATO,16,216,,17,61,amundsen
DAWN S. KAHRS,WALNUT CREEK,,338,,5,8,kahrs
JEFFREY S. CANADA,CASTRO VALLEY,22,347,,19,85,canada
JUDY A. DAY,SAN LEANDRO,25,110,,17,61,day
MITCHELL M. GRANDI,WINDSOR,31,387,,20,95,grandi
MARK E. GRAY,SUNNYVALE,28,509,,8,30,gray
BRIAN W. BALBON,SAN FRANCISCO,27,206,,8,30,balbon
RONNIE QUESADA,PITTSBURG,39,115,,5,8,quesada
KEITH S. ROBERTSON,SAN LORENZO,21,94,,16,53,robertson
DAVID E. LINCOLN,SANTA ROSA,15,272,,5,8,lincoln
FRANCIS SCORCA,FREMONT,34,98,,13,41,scorca
RISHI SHAHANI,FREMONT,11,185,,4,4,shahani
CATHLEEN CIRA,SAN CARLOS,21,453,,20,95,cira
BRUCE H. DEL FANTE,OAKLAND,30,58,,13,41,del fante
PAUL R. PICCIONE,REDWOOD CITY,16,633,,9,35,piccione
PATRICIA M. DOWNEY,SAN RAMON,13,35,,14,43,downey
ALAN J. ARNONE,SANTA CLARA,27,137,,15,47,arnone
GALINA NAYFELD,SAN FRANCISCO,24,134,,4,4,nayfeld
TED H. OMURA,SAN JOSE,17,326,,9,35,omura
JENNIFER L. KARNS,SONOMA,13,878,,20,95,karns
STEVEN JAKOBSEN,LAFAYETTE,25,301,,18,73,jakobsen
RENEE OWNBEY,SAN JOSE,22,93,,14,43,ownbey
MATTHEW G. BERND,SANTA ROSA,18,330,,18,73,bernd
JESSE J. ALLEN,FREMONT,28,96,,14,43,allen
LAUREN ELKIND,WALNUT CREEK,13,133,,15,47,elkind
NICHOLAS J. ATHENS,SAN CARLOS,32,1319,,7,23,athens
PHILIP D. LEE,CUPERTINO,,204,,6,14,lee
HAN D. NGUYEN,SAN JOSE,15,360,,-2,1,nguyen
RACHELE FERRARO,SAN FRANCISCO,26,154,,19,85,ferraro
LISA H. KIRK,PLEASANTON,16,153,,16,53,kirk
DAN JARDIN,BRENTWOOD,17,568,,20,95,jardin
STEPHEN L. COLLINS,FREMONT,29,428,,17,61,collins
ANITA HAQUE,LIVERMORE,11,569,,6,14,haque
MARY A. JOHNSON,SAN RAFAEL,30,429,,19,85,johnson
DAVID A. YORK,SAN FRANCISCO,22,311,,17,61,york
CHRIS P. MURRAY,CASTRO VALLEY,29,602,,9,35,murray
LETITIA M. HESHMAT,PALO ALTO,9,101,,3,3,heshmat
SCOTT A. RUDELL,COTATI,39,152,,15,47,rudell
JAGTAR DHESI,SAN RAMON,14,93,,3,3,dhesi
DADE W. DONOVAN,SAN MATEO,15,256,,7,23,donovan
MIKE E. BERND,SANTA ROSA,35,813,,18,73,bernd
J SCOTT THREDE,WALNUT CREEK,21,163,,18,73,threde
ANGELA ZARAGOZA,SAN FRANCISCO,23,54,,13,41,zaragoza
JOSEPH A. BARATTA,WALNUT CREEK,31,67,,5,8,baratta
THOMAS J. OSBORNE,SAN JOSE,19,758,,8,30,osborne
DAVID P. WITTWER,BELMONT,29,182,,15,47,wittwer
ANTHONY M. TRAN,MILPITAS,21,60,,5,8,tran
DAVID KONG,MENLO PARK,12,1958,,8,30,kong
DELLA L. FAULKNER,LAFAYETTE,26,479,,17,61,faulkner
JOHN T. HARRINGTON,VALLEJO,28,119,,16,53,harrington
FRANK A. TERRANOVA,SAN RAMON,19,192,,17,61,terranova
ANN E. HOOD,SAN FRANCISCO,,17,,9,35,hood
EILINA FEYGINA,SAN FRANCISCO,28,481,,6,14,feygina
RICHARD P. HUDDLESTON,NAPA,28,610,,17,61,huddleston
